unique_id,country,language,degree_major,degree_year,age,gender,spld,stars_test_1,stars_int_1,stars_int_2,stars_int_3,stars_test_3,stars_int_5,stars_test_4,stars_int_6,stars_test_6,stars_help_2,stars_help_3,stars_int_11,stars_test_8,stars_help_4
fa59f0b4,Romania,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,5,3,4,5,1,4,1,3,5,4,5,4,1
fa99c2df,Romania,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,3,4,2,3,1,4,2,4,4,4,3,3,3
faf7ca53,Romania,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,4,1,3,5,1,5,2,5,5,5,5,4,4
fb0897f6,Romania,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,3,3,2,2,1,3,2,1,1,1,2,3,1
fc2f28cc,Romania,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,2,2,3,4,3,3,2,3,2,3,3,3,2
fda3b95c,Romania,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,3,1,1,5,1,5,1,4,5,4,2,2,2
ff56815b,Romania,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,3,3,1,5,1,5,3,5,5,4,4,5,4
ff660c17,Romania,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,4,4,3,4,5,3,4,3,4,4,3,4,4,3
fff15470,Romania,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,3,3,3,4,4,4,4,5,2,2,3,4,2
022a6a6a,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,2,2,2,5,2,5,3,3,2,2,2,2,2
09567651,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,2,3,2,5,1,5,2,5,1,1,4,3,1
0a91f5d3,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,ADHD/ADD,4,3,4,3,5,1,4,2,4,4,3,3,5,3
0c6c10c6,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,Dyscalculia,5,5,3,3,5,3,5,3,5,4,4,4,3,4
11f29323,Netherlands,Non-English,Psychology,2nd Year,18-21,Male/Man,I do not have an SpLD,2,1,2,1,3,1,3,2,2,3,3,1,1,2
120818f3,Netherlands,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,4,2,2,3,4,2,4,1,4,2,1,2,2,1
191fffc0,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,ADHD/ADD,4,4,2,4,5,2,5,3,5,2,1,4,4,1
1c9d50af,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,1,2,1,3,1,3,2,3,1,1,1,2,1
1f45778f,Netherlands,Non-English,Psychology,2nd Year,26+,Male/Man,I do not have an SpLD,2,1,2,4,1,1,1,2,2,3,2,2,1,2
1fbbf79f,Netherlands,Non-English,Psychology,3rd Year,22-25,Male/Man,Dyslexia,4,1,1,2,5,3,3,4,5,4,2,3,1,3
2294886f,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,2,3,2,4,1,4,3,4,4,3,3,4,3
24a8956f,Netherlands,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,5,1,1,2,5,2,3,2,5,5,4,1,5,3
24f1ff35,Netherlands,Non-English,Psychology,2nd Year,26+,Female/Woman,I do not have an SpLD,4,5,4,4,5,2,4,4,5,5,5,5,4,4
25fd2666,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,1,1,1,1,2,1,2,1,1,2,1,1,1,1
2a0db483,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,1,1,3,5,1,4,1,5,4,2,2,4,2
2f631cbb,Netherlands,Non-English,Psychology,2nd Year,26+,Female/Woman,ADHD/ADD,4,1,3,1,5,1,1,4,2,1,3,1,2,1
3036df61,Netherlands,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,2,1,2,1,3,1,3,1,2,1,1,1,2,1
3aa40dd1,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,2,3,2,4,1,4,1,2,3,4,2,4,2
3dcbd91c,Netherlands,Non-English,Education,3rd Year,18-21,Female/Woman,I do not have an SpLD,3,1,1,2,3,1,3,1,2,1,1,1,1,1
4094994f,Netherlands,Non-English,Psychology,2nd Year,22-25,Female/Woman,Dyscalculia,5,3,4,3,5,2,4,3,5,2,3,3,3,3
47527603,Netherlands,Non-English,Psychology,2nd Year,18-21,Male/Man,I do not have an SpLD,1,1,1,1,2,1,2,1,1,2,1,1,1,2
48a035b1,Netherlands,Non-English,Psychology,2nd Year,26+,Male/Man,I do not have an SpLD,2,1,4,1,4,1,3,1,3,1,1,1,3,1
4927afdc,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,1,1,2,1,1,2,1,2,1,1,2,1,1
4ddfc437,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,2,3,3,4,1,4,3,4,4,4,3,4,3
4f6d7fad,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,2,3,2,4,1,4,2,3,1,1,3,2,1
507fd751,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,3,4,5,4,2,4,3,5,4,4,5,4,3
525ff44f,Netherlands,Non-English,Education,3rd Year,22-25,Female/Woman,I do not have an SpLD,3,2,2,2,3,1,3,1,3,4,3,2,1,3
52c8fc2b,Netherlands,Non-English,Psychology,2nd Year,22-25,Male/Man,I do not have an SpLD,2,2,2,2,3,2,1,2,2,2,3,3,3,3
5369ad82,Netherlands,Non-English,Education,3rd Year,22-25,Female/Woman,I do not have an SpLD,1,1,1,1,2,1,3,1,2,2,2,1,1,2
5bd44579,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,2,3,1,5,1,4,2,5,1,3,1,4,1
5c3bbf02,Netherlands,Non-English,Psychology,2nd Year,22-25,Male/Man,ADHD/ADD,3,1,1,1,3,2,2,1,2,1,1,1,1,1
607455b3,Netherlands,Non-English,Psychology,3rd Year,22-25,Female/Woman,ADHD/ADD,5,2,3,4,5,2,4,4,4,1,1,5,4,1
6614d4af,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,2,3,2,3,1,3,2,3,2,2,2,2,2
664a7f82,Netherlands,Non-English,Education,3rd Year,18-21,Female/Woman,I do not have an SpLD,1,1,1,1,2,1,2,1,1,1,1,1,1,1
692f9ff2,Netherlands,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,3,2,3,3,4,1,4,2,4,2,1,2,2,2
6d88afa2,Netherlands,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,4,2,1,2,5,1,4,2,5,3,2,2,1,1
6d8f7fc7,Netherlands,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,2,2,3,3,4,1,3,1,4,1,4,3,4,2
70aa70d3,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,3,3,2,5,1,5,2,5,1,1,4,1,1
710275a5,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,3,2,3,3,2,4,3,4,3,4,4,3,2
7107629d,Netherlands,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,5,2,4,3,5,1,4,4,4,3,3,2,4,2
7204411a,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,3,3,3,4,3,3,2,2,2,2,3,1,3
7994f1b7,Netherlands,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,2,1,1,1,5,1,3,1,2,1,1,1,4,1
87065686,Netherlands,Non-English,Psychology,2nd Year,18-21,Male/Man,I do not have an SpLD,3,3,2,2,5,2,5,2,4,3,3,3,2,2
87b80472,Netherlands,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,4,4,5,5,5,1,3,4,3,5,4,4,4,4
905c9df1,Netherlands,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,3,3,2,3,4,3,4,2,3,2,2,3,3,2
92049435,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,1,2,1,4,1,3,1,4,2,2,2,1,2
9334b587,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,2,3,2,3,1,2,4,2,2,2,2,2,2
9b1cb8cf,Netherlands,Non-English,Psychology,2nd Year,22-25,Male/Man,ADHD/ADD,2,1,1,1,3,1,3,1,3,1,1,1,1,1
9ca3c89f,Netherlands,Non-English,Psychology,2nd Year,22-25,Female/Woman,Dyscalculia,3,3,3,3,4,5,4,4,4,4,4,4,4,4
9d744028,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,1,3,1,4,2,4,2,4,1,1,1,3,1
a0facbfa,Netherlands,Non-English,Education,3rd Year,22-25,Female/Woman,NA,1,1,4,3,2,1,2,2,1,2,2,3,2,1
a7441f01,Netherlands,Non-English,Education,3rd Year,18-21,Female/Woman,I do not have an SpLD,3,1,2,1,4,1,4,1,4,2,2,1,1,2
a956876f,Netherlands,Non-English,Psychology,2nd Year,26+,Male/Man,I do not have an SpLD,3,1,1,1,3,1,3,1,2,1,1,1,1,1
af67470b,Netherlands,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,3,1,1,1,3,1,2,2,3,1,1,1,2,1
b19d1fba,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,2,1,2,2,1,2,1,2,1,1,2,1,1
b647889c,Netherlands,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,3,4,2,4,4,2,4,3,3,4,5,3,2,2
b7540fbc,Netherlands,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,5,5,4,4,5,1,5,4,5,3,3,3,4,3
bf7d15f9,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,4,5,3,4,1,4,4,3,3,4,5,4,3
bfad47d5,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,2,2,2,2,2,2,1,2,3,2,2,2,2
c1027665,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,4,4,5,3,1,4,4,3,5,5,4,1,4
c41df77f,Netherlands,Non-English,Psychology,2nd Year,18-21,Male/Man,I do not have an SpLD,2,1,1,1,3,1,3,1,2,1,1,1,2,1
c52b0757,Netherlands,Non-English,Psychology,2nd Year,26+,Female/Woman,I do not have an SpLD,3,2,3,2,5,1,5,3,5,4,4,2,4,4
c6a7b584,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,4,4,5,4,4,4,2,5,4,4,5,4,4
ca2c2021,Netherlands,Non-English,Psychology,3rd Year,22-25,Male/Man,ADHD/ADD,2,1,2,1,3,1,2,1,2,1,1,1,1,1
ca35d9f5,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,NA,3,2,2,2,5,1,4,1,4,1,1,2,3,1
cc6da31f,Netherlands,Non-English,Education,NA,NA,NA,NA,3,5,4,5,5,2,1,4,1,1,1,3,4,5
cf866920,Netherlands,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,5,3,5,2,5,4,5,3,4,5,5,1,2,5
d3dfffd2,Netherlands,Non-English,Education,3rd Year,26+,Female/Woman,Dyslexia,4,2,3,2,4,2,4,3,4,2,2,4,1,2
dc59d290,Netherlands,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,4,3,4,3,5,1,5,2,5,3,3,2,3,2
dc79b53d,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,2,2,3,5,1,5,4,5,1,1,2,4,2
f0972b43,Netherlands,Non-English,Education,3rd Year,22-25,Female/Woman,I do not have an SpLD,5,5,5,5,5,5,5,5,5,5,5,5,5,5
f1a1b283,Netherlands,Non-English,Education,3rd Year,18-21,Female/Woman,I do not have an SpLD,1,3,3,2,1,1,1,1,1,1,4,3,1,1
f26f6362,Netherlands,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,4,4,3,3,4,2,4,3,3,4,4,3,3,2
f2755f61,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,1,1,1,4,2,4,1,4,2,3,1,2,3
f3aaf0c2,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,1,1,2,2,1,2,1,2,2,2,2,2,2
f92d8bd2,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,2,5,4,5,4,4,4,3,3,3,3,5,3
f9a2a660,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,ADHD/ADD,1,1,1,2,1,1,4,1,3,1,1,3,1,1
facbd4c0,Netherlands,Non-English,Psychology,2nd Year,18-21,Male/Man,I do not have an SpLD,4,2,3,2,4,1,3,4,2,1,2,2,2,2
fc110639,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,1,1,2,1,2,1,2,1,2,1,2,1,1,1
fdfa2830,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,2,1,3,5,4,2,3,2,2,4,2,4,4
ff3fb80a,Netherlands,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,1,1,1,3,1,3,1,2,3,4,1,2,3
01fac61d,Canada,English,Business & Finance,1st Year,18-21,Female/Woman,I do not have an SpLD,5,4,5,3,5,1,5,4,5,3,2,4,5,2
070b9492,Canada,English,Business & Finance,1st Year,18-21,Male/Man,NA,4,2,3,3,5,3,4,3,5,2,2,3,3,1
09f8f0d0,Canada,English,Business & Finance,NA,18-21,Female/Woman,NA,5,4,4,3,5,4,5,4,5,5,4,4,4,4
09fc1fff,Canada,English,Business & Finance,1st Year,18-21,Female/Woman,I do not have an SpLD,5,3,4,3,5,3,5,3,5,2,3,3,5,2
17ca0cac,Canada,English,Business & Finance,4th Year,22-25,Female/Woman,I do not have an SpLD,2,2,2,3,3,5,2,3,3,1,1,4,2,2
1a3b39d9,Canada,English,Psychology,NA,NA,NA,NA,3,5,5,5,3,3,3,5,5,3,3,5,3,3
1bcb09c4,Canada,English,Business & Finance,4th Year,22-25,Female/Woman,I do not have an SpLD,2,2,2,2,3,1,2,2,3,2,3,2,2,2
1c4faa30,Canada,English,Business & Finance,1st Year,18-21,Male/Man,I do not have an SpLD,5,4,5,4,5,3,5,5,5,5,2,3,5,3
1db08243,Canada,English,Business & Finance,3rd Year,22-25,Female/Woman,I do not have an SpLD,1,2,1,2,4,2,5,2,4,1,3,3,4,2
1f078fa5,Canada,English,Business & Finance,1st Year,18-21,Male/Man,I do not have an SpLD,5,2,4,3,5,2,4,4,4,4,3,3,5,3
1fd5673f,Canada,English,Business & Finance,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,2,3,3,4,2,4,4,3,4,4,4,3,4
25167df7,Canada,English,Business & Finance,1st Year,18-21,Male/Man,ADHD/ADD,4,1,1,1,5,1,5,2,5,1,2,3,5,1
26f8aba3,Canada,English,Business & Finance,2nd Year,18-21,Male/Man,I do not have an SpLD,1,3,4,3,5,4,5,2,5,1,2,4,5,1
273c5478,Canada,English,Business & Finance,1st Year,18-21,Female/Woman,I do not have an SpLD,3,2,2,2,5,3,5,3,5,5,5,2,5,4
2adc214d,Canada,English,Business & Finance,1st Year,22-25,Female/Woman,I do not have an SpLD,5,4,3,3,5,4,5,3,4,5,4,3,3,4
2dc7fcf4,Canada,English,Business & Finance,2nd Year,18-21,Male/Man,Other - Redacted,3,3,2,2,5,4,4,3,3,5,3,5,2,2
2df02f5a,Canada,English,Business & Finance,NA,22-25,Male/Man,ADHD/ADD,2,3,3,2,5,4,5,2,5,2,2,4,4,2
2f376655,Canada,English,Business & Finance,1st Year,18-21,Female/Woman,I do not have an SpLD,5,2,2,1,5,2,5,2,5,4,3,2,5,2
2f9dcc9a,Canada,English,Business & Finance,2nd Year,18-21,Male/Man,I do not have an SpLD,3,3,3,3,3,2,3,3,4,3,3,3,4,3
2faf3cfc,Canada,English,Business & Finance,2nd Year,18-21,Male/Man,I do not have an SpLD,1,1,2,1,2,1,1,1,3,2,2,2,3,2
342103cc,Canada,English,Business & Finance,4th Year,22-25,Female/Woman,I do not have an SpLD,5,1,5,4,5,3,5,5,5,3,3,5,5,3
368af3f2,Canada,English,Business & Finance,1st Year,18-21,Male/Man,I do not have an SpLD,5,2,3,1,5,1,5,5,5,2,2,1,4,2
37b1bf3b,Canada,English,Business & Finance,2nd Year,NA,Male/Man,I do not have an SpLD,3,2,1,1,2,1,1,2,2,2,1,1,3,1
37f3a43c,Canada,English,Business & Finance,1st Year,18-21,NA,I do not have an SpLD,4,2,2,2,5,1,5,2,5,2,2,1,4,2
390d511f,Canada,English,Business & Finance,1st Year,18-21,Female/Woman,I do not have an SpLD,5,2,2,1,5,1,5,2,5,2,4,1,5,2
3c535996,Canada,English,Business & Finance,1st Year,18-21,Male/Man,I do not have an SpLD,2,2,3,3,5,2,5,2,5,2,2,4,4,1
3cc1fbbb,Canada,English,Business & Finance,4th Year,18-21,Female/Woman,I do not have an SpLD,3,2,4,2,4,1,3,2,5,3,2,2,2,2
3fb62fad,Canada,English,Business & Finance,1st Year,18-21,Female/Woman,I do not have an SpLD,5,3,4,3,5,3,5,2,5,4,4,4,2,3
40f4963f,Canada,English,Business & Finance,3rd Year,18-21,Female/Woman,I do not have an SpLD,5,2,3,1,4,1,4,3,4,4,3,2,4,2
48683731,Canada,English,Business & Finance,3rd Year,22-25,Female/Woman,I do not have an SpLD,4,3,4,3,5,3,5,4,5,3,3,3,3,3
4c4031a1,Canada,English,Business & Finance,3rd Year,18-21,Male/Man,ADHD/ADD,5,1,1,1,5,1,5,1,5,5,4,1,5,3
4d7ffc56,Canada,English,Business & Finance,1st Year,18-21,Female/Woman,I do not have an SpLD,4,3,3,3,5,3,5,3,3,3,2,3,3,2
506f3b1f,Canada,English,Business & Finance,4th Year,22-25,Female/Woman,NA,4,3,3,3,4,3,5,4,4,5,5,4,1,5
50f279dc,Canada,English,Business & Finance,3rd Year,22-25,Female/Woman,I do not have an SpLD,5,3,5,3,5,3,5,5,5,5,5,3,5,1
553c4c7d,Canada,English,Business & Finance,4th Year,NA,Female/Woman,I do not have an SpLD,4,3,4,3,4,2,4,3,4,3,2,4,3,2
5bf63cff,Canada,English,Business & Finance,3rd Year,18-21,Male/Man,I do not have an SpLD,4,4,4,4,4,4,3,4,4,3,4,4,4,3
5f0db2c5,Canada,English,Business & Finance,1st Year,18-21,Male/Man,I do not have an SpLD,5,3,4,5,5,3,5,5,2,4,2,5,3,3
5f0ff553,Canada,English,Business & Finance,1st Year,18-21,Female/Woman,I do not have an SpLD,4,2,5,3,4,2,4,2,5,5,4,2,2,2
5f61dffd,Canada,English,Business & Finance,3rd Year,18-21,Female/Woman,I do not have an SpLD,2,3,4,2,5,3,5,4,5,4,4,2,4,4
65c116c6,Canada,English,Business & Finance,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,5,5,5,5,5,5,5,5,5,5,5,5,4
66d3f9a4,Canada,English,Business & Finance,2nd Year,18-21,Female/Woman,NA,4,2,2,3,5,1,5,2,5,3,4,3,5,2
6737a939,Canada,English,Business & Finance,1st Year,18-21,Female/Woman,I do not have an SpLD,3,2,2,3,3,3,2,3,2,2,3,3,3,3
750c4427,Canada,English,Business & Finance,4th Year,22-25,Male/Man,I do not have an SpLD,1,1,1,2,1,3,1,1,1,1,1,1,1,1
76cdf34f,Canada,English,Business & Finance,1st Year,18-21,Female/Woman,I do not have an SpLD,5,2,3,1,5,1,1,5,5,2,2,4,5,1
7c09c3a3,Canada,English,Business & Finance,NA,NA,Female/Woman,NA,3,4,3,3,4,3,4,3,4,4,3,3,2,3
7f4c447b,Canada,English,Business & Finance,1st Year,18-21,Male/Man,I do not have an SpLD,3,3,3,1,4,1,2,3,2,3,2,2,1,2
8186baff,Canada,English,Business & Finance,1st Year,18-21,Male/Man,I do not have an SpLD,3,3,3,3,5,2,5,3,4,4,4,4,4,4
821469a4,Canada,English,Business & Finance,2nd Year,18-21,Male/Man,I do not have an SpLD,3,3,3,1,4,2,4,3,3,3,4,2,4,2
8255f73d,Canada,English,Business & Finance,1st Year,18-21,Male/Man,I do not have an SpLD,4,4,3,3,5,2,2,3,4,3,2,2,3,2
8554939f,Canada,English,Business & Finance,4th Year,18-21,Female/Woman,ADHD/ADD,5,4,4,4,5,3,5,4,5,5,5,5,4,5
87fd3adf,Canada,English,Business & Finance,3rd Year,18-21,Female/Woman,I do not have an SpLD,3,2,3,2,5,2,4,3,4,2,3,2,4,2
89cd9974,Canada,English,Business & Finance,4th Year,18-21,Male/Man,I do not have an SpLD,3,4,3,2,3,1,4,2,3,4,4,3,2,1
8aa87018,Canada,English,Business & Finance,3rd Year,18-21,Female/Woman,I do not have an SpLD,5,4,2,3,5,2,3,2,2,2,2,5,2,2
8b5dcc3a,Canada,English,Business & Finance,1st Year,18-21,Male/Man,I do not have an SpLD,5,2,4,2,5,2,3,3,5,2,3,3,5,4
8f8f45dd,Canada,English,Business & Finance,1st Year,18-21,Female/Woman,I do not have an SpLD,5,3,4,2,5,3,4,3,5,4,5,3,4,4
924793cd,Canada,English,Business & Finance,1st Year,18-21,Female/Woman,I do not have an SpLD,4,1,1,1,4,2,4,4,4,2,2,4,2,1
9478b5af,Canada,English,Business & Finance,4th Year,18-21,Female/Woman,I do not have an SpLD,5,1,3,2,5,1,4,3,4,4,2,2,5,2
99808243,Canada,English,Business & Finance,2nd Year,18-21,Male/Man,I do not have an SpLD,1,1,1,1,2,1,1,3,1,4,1,1,3,3
9b71af57,Canada,English,Business & Finance,NA,22-25,Female/Woman,I do not have an SpLD,5,4,4,4,5,4,5,4,5,5,5,5,5,5
9f3b1481,Canada,English,Business & Finance,3rd Year,18-21,Female/Woman,I do not have an SpLD,5,4,4,3,5,1,5,4,5,4,4,5,4,4
a211c30f,Canada,English,Business & Finance,3rd Year,18-21,Male/Man,I do not have an SpLD,4,3,3,3,4,1,4,3,4,3,3,3,3,3
a3bbb8a3,Canada,English,Business & Finance,1st Year,18-21,Female/Woman,I do not have an SpLD,4,2,2,2,5,2,4,2,5,3,2,3,3,2
a6d7a1ff,Canada,English,Business & Finance,2nd Year,18-21,Male/Man,I do not have an SpLD,4,1,1,2,4,2,3,2,4,1,1,1,2,1
a84ffa68,Canada,English,Business & Finance,1st Year,22-25,Female/Woman,I do not have an SpLD,5,2,3,2,5,2,4,3,4,2,2,5,3,1
a93627b4,Canada,English,Business & Finance,3rd Year,18-21,Female/Woman,I do not have an SpLD,5,2,3,2,3,3,5,4,5,2,3,3,2,2
afa5c359,Canada,English,Business & Finance,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,4,4,3,5,1,5,3,5,5,4,3,4,4
afbddbfc,Canada,English,Business & Finance,1st Year,18-21,Male/Man,I do not have an SpLD,5,5,3,5,3,3,5,5,4,3,3,5,2,3
b0001cf6,Canada,English,Business & Finance,1st Year,18-21,Female/Woman,I do not have an SpLD,4,3,3,3,5,3,4,3,4,3,3,3,4,3
b15a15bb,Canada,English,Social Sciences,4th Year,18-21,Female/Woman,I do not have an SpLD,5,5,5,5,5,2,5,5,5,4,4,5,4,3
b36b777f,Canada,English,Social Sciences,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,3,2,2,5,2,5,3,5,4,4,3,5,5
b44810b9,Canada,English,Business & Finance,2nd Year,18-21,Female/Woman,I do not have an SpLD,1,1,3,1,3,1,1,2,2,1,1,2,2,1
bf5a5fbf,Canada,English,Business & Finance,1st Year,18-21,Male/Man,I do not have an SpLD,5,4,4,5,5,2,5,2,5,3,2,5,5,2
c262782f,Canada,English,Social Sciences,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,5,5,3,5,1,5,5,5,2,2,3,1,2
c3b5af50,Canada,English,Business & Finance,4th Year,22-25,Female/Woman,"Dyslexia, ADHD/ADD",5,2,1,1,5,2,5,1,5,4,1,1,1,1
ca33acb1,Canada,English,Business & Finance,NA,22-25,Female/Woman,I do not have an SpLD,4,3,1,4,4,1,4,2,4,5,4,3,3,3
cbb15bf5,Canada,English,Business & Finance,2nd Year,22-25,Male/Man,I do not have an SpLD,4,2,2,2,5,2,4,3,4,2,2,2,4,3
cc19fab1,Canada,English,Business & Finance,1st Year,18-21,Female/Woman,I do not have an SpLD,5,2,2,2,5,1,5,2,5,5,4,3,4,3
cfd9cd96,Canada,English,Business & Finance,4th Year,18-21,Female/Woman,I do not have an SpLD,2,4,5,4,4,4,5,4,5,4,2,5,2,4
d196f2d4,Canada,English,Business & Finance,1st Year,18-21,Female/Woman,I do not have an SpLD,5,5,5,5,5,1,5,3,5,5,4,5,3,1
d26b2039,Canada,English,Business & Finance,3rd Year,18-21,Female/Woman,NA,4,3,5,3,5,3,5,3,4,3,4,3,3,4
d38b4261,Canada,English,Business & Finance,3rd Year,18-21,Female/Woman,I do not have an SpLD,5,3,3,3,5,2,5,4,5,5,5,3,4,5
d796afb1,Canada,English,Psychology,3rd Year,18-21,Female/Woman,NA,2,1,1,2,1,1,1,1,2,3,1,1,4,1
daa9f295,Canada,English,Business & Finance,1st Year,18-21,Male/Man,I do not have an SpLD,4,3,3,2,5,2,3,2,3,2,3,4,3,2
db89f4c5,Canada,English,Business & Finance,4th Year,NA,Female/Woman,I do not have an SpLD,4,2,3,2,4,2,2,3,4,2,2,3,4,2
dbcd437d,Canada,English,Business & Finance,1st Year,18-21,Male/Man,NA,4,4,3,2,4,2,4,2,4,2,4,3,2,4
f02ac6ad,Canada,English,Business & Finance,1st Year,18-21,Male/Man,I do not have an SpLD,4,1,2,1,4,1,4,1,3,1,1,2,1,1
f109d8aa,Canada,English,Business & Finance,3rd Year,18-21,Female/Woman,I do not have an SpLD,3,5,5,5,5,2,2,2,3,4,3,4,5,1
f138588f,Canada,English,Business & Finance,3rd Year,18-21,Female/Woman,I do not have an SpLD,3,1,2,1,4,1,3,1,3,5,5,1,1,5
f15d741f,Canada,English,Business & Finance,4th Year,18-21,Male/Man,I do not have an SpLD,5,4,3,4,3,3,5,4,5,5,4,5,2,3
f188f3f2,Canada,English,Business & Finance,2nd Year,18-21,Male/Man,I do not have an SpLD,4,4,4,4,3,4,4,3,4,5,1,5,5,1
f259993f,Canada,English,Business & Finance,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,2,2,1,5,3,5,5,5,5,3,2,5,3
f3cbb6fb,Canada,English,Business & Finance,4th Year,18-21,Female/Woman,I do not have an SpLD,2,2,2,2,2,1,3,2,4,3,2,2,2,2
f3df9fff,Canada,English,Business & Finance,3rd Year,18-21,Male/Man,I do not have an SpLD,4,1,3,1,4,1,5,2,4,3,2,1,2,1
f6802f88,Canada,English,Business & Finance,1st Year,18-21,Male/Man,I do not have an SpLD,5,3,2,3,5,2,5,3,5,5,4,4,2,3
f81fa8fb,Canada,English,Business & Finance,3rd Year,18-21,Female/Woman,I do not have an SpLD,5,4,3,5,5,1,5,1,5,3,2,3,5,3
f914a967,Canada,English,Business & Finance,1st Year,18-21,Male/Man,I do not have an SpLD,1,1,1,1,1,1,1,1,1,1,1,1,2,1
